===Database fasysdb

== Table structure for table ergonomysessionresults

|------
|Column|Type|Null|Default
|------
|//**ID**//|int(11)|No|
|MovementType|int(11)|No|
|AcquisitionTime|timestamp|Yes|NULL
|Angle|double|Yes|NULL
|ergonomysession_ID|int(11)|No|
|deviceNumber|int(11)|No|
== Dumping data for table ergonomysessionresults

|0
|63.0956391173504
|48.3006948356156
|43.8802763227129
|19.9273519924552
|23.2238735761431
|11.7304808878013
|6.82014925735686
|2.57045109596618
|10.6468383839281
|75.1752753219403
|8.79452664272045
|8.59782511005915
|11.6155340366497
|4.54267539769186
|1.63450859497336
|11.6377911127929
|15.9629261491626
|14.784393832284
|12.2056552397445
|4.70160808066106
|6.68074212009228
|4.11540374894163
|45.3200572354975
|9.99938683652362
|9.17448403156785
|12.1820610272495
|1.9211409547228
|5.06025334026813
|39.1045134165349
|5.9035125447109
|10.964144470309
|8.01982425061504
|7.83861287255129
|9.12009695673976
|5.09347889163152
|7.1582223030829
|12.7557310949079
|13.8329673055283
|4.59776335121996
|16.1730866995972
|6.20950471220119
|11.8266520149358
|42.696575924811
|7.82383022620522
|6.10661761571858
|4.97981094505216
|5.73076215996246
|8.2053365089874
|7.71083870048683
|48.0008327941778
|9.71872553920913
|40.0905434540874
|6.21298585279032
|82.4285505840929
|82.4285505840929
|82.4285505840929
|82.4285505840929
|11.3449693322079
|1.88162440768079
|2.69405393543761
|7.61744810767127
|47.9763775359858
|23.7358301831478
|16.0702393167191
|7.02450290885576
|28.5815447958062
|12.7583915361057
|4.50608329460558
|4.90885183417326
|7.56158195653107
|31.7365493728659
|7.5718016209782
|5.6999251335061
|7.57618114971493
|9.01817039957462
|2.17675568843445
|39.7278421544284
|4.52007445326312
|50.9231056689044
|11.0725074164653
|6.07710623218354
|9.29877841337144
|6.80643901868763
|23.0764551504337
|7.92202101934997
|18.483638388318
|61.4609498965807
|9.7444675158179
|12.6932062411577
|6.404665171198
|10.1378688364602
|24.6335420797272
|2.38939507410696
|38.8077807369516
|6.30968722392793
|9.66811402824363
|21.7358137275578
|8.68026030241204
|13.9365943439879
|23.2248557993946
|31.6951297219763
|9.47145349521625
|48.9467743836163
|7.33566803405257
|9.98006421760953
|11.5695774524688
|7.08324666954791
|16.3945555823224
|9.58114456296724
|7.74837581194728
|10.8254291787682
|9.85310888694313
|10.8953323711892
|12.100588510944
|11.2671589636605
|17.4414689227533
|11.2925154283601
|2.89028458468633
|11.6635889075492
|8.00531925701655
|12.3931284145644
|4.71797089155095
|36.2657797669861
|3.72100841678392
|7.84564780992777
|5.17262793451329
|18.6519528173374
|8.95146424408263
|10.1839343072364
|4.80187235344837
|9.42603790996147
|9.5839583002544
|10.0528328162246
|25.657949695684
|8.12791686918424
|35.6273889567558
|7.16001363370701
|37.8872118246436
|33.0336264858025
|33.7250092031675
