===Database fasysdb

== Table structure for table ergonomysessionresults

|------
|Column|Type|Null|Default
|------
|//**ID**//|int(11)|No|
|MovementType|int(11)|No|
|AcquisitionTime|timestamp|Yes|NULL
|Angle|double|Yes|NULL
|ergonomysession_ID|int(11)|No|
|deviceNumber|int(11)|No|
== Dumping data for table ergonomysessionresults

|0
|59.6003113214219
|64.6916978450869
|18.85837882218
|37.3747880741224
|18.9858718668934
|18.9858718668934
|17.8258586368756
|13.9486310399638
|45.6631994515664
|3.51367766157585
|26.9584589796074
|13.9739791894003
|55.1271155379077
|14.5725478880033
|59.797081743726
|56.8273021656368
|51.0503669176499
|51.0503669176499
|37.4004671532624
|46.8341869839777
|18.348062269752
|23.5680573847202
|60.9180876305878
|60.9180876305878
|60.9180876305878
|38.2658442448951
|43.1756408831051
|26.6508422819348
|21.5209390135119
|14.2620405253346
|12.5620421557711
|38.5727678382324
|38.2906788536922
|72.780057958625
|61.4679762509422
|49.7724318572652
|56.1795473627286
|56.1795473627286
|13.2783666010511
|25.2606607262131
|86.4497207164496
|6.19510225298889
|6.19510225298889
|6.19510225298889
|18.3550633324059
|32.7932723176161
|17.3853220041748
|40.4527185284608
|36.0316983590558
|36.0316983590558
|36.0316983590558
|5.67695156432011
|16.119995812723
|11.4419952138207
|11.4419952138207
|11.4419952138207
|11.4419952138207
|53.3338839242618
|11.7574253559485
|81.9174095702902
|34.7035460016026
|0.695820273880266
|17.4014555817982
|27.5248057618143
|20.9001517010862
|32.8299197195364
|34.8053613311415
|31.6336056326397
|31.128772710488
|46.208891328753
|42.9634072189633
|10.9287828837437
|17.1600100167316
|88.8587428263419
|26.1447428016783
|15.8008156277411
|5.94431988754325
|16.1388135210309
|16.1388135210309
|22.6822615905777
|22.6822615905777
|20.6324007622295
|25.7827413573594
|1.00241488805746
|25.3122897170076
|12.8353335730853
|63.5040347311106
|33.309916947204
|79.5369275694676
|39.3614214304268
|19.2349801523012
|24.2301372586065
|39.7954068680084
|70.4313493821989
|28.6198883117695
|53.2833228655271
|25.7326358149285
|24.6322569068761
|20.4575662361962
|62.2401140476169
|13.5442159638269
|24.1587139509275
|54.4255804487676
|29.2178713861794
|22.9750417017806
|13.0373053308903
|21.634796882307
|14.5912543952779
|44.9897036695431
|22.7985959857878
|38.4414890757623
|25.0711009217725
|26.5333953095238
|29.7054524737288
|17.3989877981345
|13.0442180366533
|48.2017326522734
|13.4273132349295
|24.4930203117945
|35.5177198185916
|13.7415108381208
|18.2404706698958
|87.4478317693519
|86.7222721827034
|23.7351896158282
|22.9119578036789
|18.6805201562459
|18.6805201562459
|24.0071516156323
|33.3402511439077
|30.7838829955481
|33.2919980875618
|30.7016376944188
|37.5171750154829
|15.1359069709234
|32.0484626553245
|31.3822673792351
|27.1050811371824
|23.736051932424
|23.736051932424
